Country,Year,Cereal_Production_Value,GDP_per_capita_USD
Slovenia,2003,210.0,14711.674874253
Slovenia,2004,211.0,17103.8297783905
Slovenia,2005,669.0,17969.7095907161
Slovenia,2006,1243.0,19563.005059144
Slovenia,2007,995.0,23725.1596001515
Slovenia,2008,1273.0,27461.9764165315
Slovenia,2009,1284.0,24501.7897290425
Slovenia,2010,545.0,23329.8417691156
Slovenia,2011,849.0,24940.6284841605
Slovenia,2012,989.0,22442.1417859955
Slovenia,2013,1166.0,23236.9655321695
Slovenia,2014,2171.0,24013.0682060959
Slovenia,2015,1254.0,20697.2748530619
Slovenia,2016,840.0,21447.8377796036
Slovenia,2017,671.0,23303.077705959
Slovenia,2018,4710.0,25888.0481065655
Slovenia,2019,3690.0,25814.1687167572
Slovenia,2020,4310.0,25392.0651093612
Slovenia,2021,4570.0,29192.8401933019
Slovenia,2022,3570.0,28360.3041467268
Slovenia,2023,3160.0,32660.4753581346
Slovenia,2024,3910.0,34301.0318686594
South Africa,1961,3000.0,545.657511922673
South Africa,1962,3000.0,563.423008817945
South Africa,1963,3000.0,604.536855270991
South Africa,1964,3000.0,645.873375685446
South Africa,1965,3000.0,684.62122774035
South Africa,1966,3000.0,721.75375941418
South Africa,1967,3000.0,778.839335829791
South Africa,1968,3000.0,817.128340614066
South Africa,1969,3000.0,890.922089102936
South Africa,1970,3000.0,952.352188073537
South Africa,1971,3000.0,1020.43983590718
South Africa,1972,3000.0,1038.39407468283
South Africa,1973,3000.0,1369.16160033933
South Africa,1974,3000.0,1656.2890557998
South Africa,1975,5000.0,1670.11816898954
South Africa,1976,5000.0,1558.99824733487
South Africa,1977,5000.0,1671.46618837272
South Africa,1978,5000.0,1851.75191300848
South Africa,1979,5000.0,2201.51922339868
South Africa,1980,5000.0,3028.97447561832
South Africa,1981,8000.0,3049.71474333882
South Africa,1982,8000.0,2717.16388710425
South Africa,1983,8000.0,2938.48980239675
South Africa,1984,8000.0,2504.07736790289
South Africa,1985,8000.0,1839.4841908184
South Africa,1986,8000.0,2027.4662038189
South Africa,1987,8000.0,2586.27423314228
South Africa,1988,10000.0,2702.05504774508
South Africa,1989,10000.0,2726.70980679488
South Africa,1990,7534.0,3093.48920352334
South Africa,1991,6499.63,3243.23616023953
South Africa,1992,8000.0,3462.39400202835
South Africa,1993,10000.0,3399.64009566241
South Africa,1994,20000.0,3488.59711541763
South Africa,1995,24689.94,3855.6340871567
South Africa,1996,23884.07,3617.55336002932
South Africa,1997,26013.07,3700.23554789867
South Africa,1998,30000.0,3309.60933087472
South Africa,1999,26591.21,3242.36830483958
South Africa,2000,25072.85,3217.84693448467
South Africa,2001,25000.0,2847.15191945908
South Africa,2002,20000.0,2688.23676032806
South Africa,2003,20346.89,4062.21755993786
South Africa,2004,20684.11,5221.46333731721
South Africa,2005,20963.45,5836.87663325127
South Africa,2006,21254.13,6077.38293388876
South Africa,2007,22000.0,6591.85535960564
South Africa,2008,20901.25,6184.75474328399
South Africa,2009,20077.82,6374.70560042992
South Africa,2010,18574.5,7973.47195771517
South Africa,2011,17900.0,8646.05571071635
South Africa,2012,18500.0,8076.97678479741
South Africa,2013,19000.0,7331.65467384919
South Africa,2014,17698.22,6856.73137092522
South Africa,2015,12267.72,6112.27382485974
South Africa,2016,12500.0,5651.20585165749
South Africa,2017,12000.0,6618.33508255701
South Africa,2018,13000.0,6914.1780318076
South Africa,2019,13000.0,6533.71121032856
South Africa,2020,12291.27,5580.60383075189
South Africa,2021,12763.76,6828.75624590017
South Africa,2022,12685.01,6534.24867783397
South Africa,2023,12580.01,6034.27208964673
South Africa,2024,12676.26,6267.186814093
Spain,1990,14326.8,13795.0159385128
Spain,1991,15261.44,14801.3226152172
Spain,1992,16196.07,16100.6799428032
Spain,1993,17130.71,13330.3798192211
Spain,1994,18065.34,13405.704414883
Spain,1995,18999.98,15460.9110266653
Spain,1996,19934.61,16100.6215831114
Spain,1997,20869.25,14722.3717633536
Spain,1998,21803.88,15382.3348573373
Spain,1999,22957.04,15707.9473068138
Spain,2000,25967.63,14743.2671031455
Spain,2001,28978.22,15368.2337984435
Spain,2002,31941.89,17111.0685058941
Spain,2003,32928.48,21522.0170990262
Spain,2004,33739.0,24925.0267844576
Spain,2005,15709.0,26450.9530130382
Spain,2006,53073.0,28421.686527407
Spain,2007,54559.0,32652.015594702
Spain,2008,58213.0,35603.248328071
Spain,2009,55708.0,32279.8208476151
Spain,2010,53212.0,30658.7422282912
Spain,2011,56702.0,31824.6219134777
Spain,2012,49661.0,28456.4438151477
Spain,2013,68101.0,29228.846559842
Spain,2014,41349.72,29707.765509467
Spain,2015,36758.35,25982.4416197775
Spain,2016,15412.0,26755.6061149398
Spain,2017,4284.0,28381.3425596906
Spain,2018,17650.0,30602.4212881113
Spain,2019,25850.0,29786.5245689007
Spain,2020,31750.0,27233.9426461608
Spain,2021,27860.0,30799.4775937775
Spain,2022,5510.0,30319.4987196616
Spain,2023,13400.0,33493.2225409111
Spain,2024,11340.0,35326.7683069278
Switzerland,1991,,39544.4946826768
Switzerland,1992,,40713.6881521435
Switzerland,1993,,39237.1186558781
Switzerland,1994,,43091.7770970073
Switzerland,1995,,50113.8321221345
Switzerland,1996,,48092.6433036512
Switzerland,1997,,41584.441782159
Switzerland,1998,,42680.5867322391
Switzerland,1999,,41695.6912912021
Switzerland,2000,,38865.021939688
Switzerland,2001,,39638.7911061864
Switzerland,2002,,42458.7384679187
Switzerland,2003,,49335.7456291067
Switzerland,2004,,54659.4571488233
Switzerland,2005,,56242.8933645639
Switzerland,2006,600.0,59011.0324592016
Switzerland,2007,797.0,64989.1553256031
Switzerland,2008,827.0,74175.1927898555
Switzerland,2009,404.0,71568.3123885672
Switzerland,2010,418.0,76531.3729407691
Switzerland,2011,386.67,90476.7589651577
Switzerland,2012,345.46,85836.2076767359
Switzerland,2013,273.65,87304.3305813557
Switzerland,2014,239.67,88724.9909402638
Switzerland,2015,189.14,83806.4476003837
Switzerland,2016,82.0,82153.0745447889
Switzerland,2017,96.0,82254.3769269767
Switzerland,2018,87.0,85217.3691512274
Switzerland,2019,805.0,84121.9310304414
Switzerland,2020,825.0,85897.7843338323
Switzerland,2021,575.0,93664.7736696111
Switzerland,2022,624.0,94394.5106803525
Switzerland,2023,659.0,100623.549627296
Switzerland,2024,543.0,103998.186685604
Thailand,1961,0.0,109.728794269464
Thailand,1962,0.0,116.179493337844
Thailand,1963,0.0,120.658598748696
Thailand,1964,0.0,128.642226903734
Thailand,1965,0.0,140.899873696781
Thailand,1966,0.0,164.533414431069
Thailand,1967,0.0,170.666971518706
Thailand,1968,0.0,178.839752885801
Thailand,1969,300.0,191.438734515692
Thailand,1970,600.0,197.097903475424
Thailand,1971,1200.0,199.662201986255
Thailand,1972,1800.0,215.582022917854
Thailand,1973,2500.0,278.285062967675
Thailand,1974,3500.0,342.978897633446
Thailand,1975,4000.0,363.526350179478
Thailand,1976,5000.0,405.408734060752
Thailand,1977,9000.0,461.659141640678
Thailand,1978,8000.0,548.233113208345
Thailand,1979,7000.0,612.08876018577
Thailand,1980,8000.0,708.729450091584
Thailand,1981,12000.0,748.156726132308
Thailand,1982,14000.0,770.398953205891
Thailand,1983,10000.0,826.932302137698
Thailand,1984,11000.0,846.934168430884
Thailand,1985,11000.0,773.823923674613
Thailand,1986,11000.0,842.098436226451
Thailand,1987,11000.0,970.452522513385
Thailand,1988,13500.0,1164.20096229495
Thailand,1989,14000.0,1341.72978395303
Thailand,1990,14000.0,1559.11209344755
Thailand,1991,15643.0,1765.62267359529
Thailand,1992,20432.0,1971.60879910694
Thailand,1993,25000.0,2245.13688708983
Thailand,1994,30000.0,2517.70732641683
Thailand,1995,30224.48,2864.36515719866
Thailand,1996,30500.0,3054.65690806473
Thailand,1997,32000.0,2473.14096982086
Thailand,1998,33000.0,1847.70379269771
Thailand,1999,40000.0,2033.24490520569
Thailand,2000,50000.0,2005.97694514234
Thailand,2001,64000.0,1889.93432467144
Thailand,2002,66000.0,2089.75183111554
Thailand,2003,70000.0,2347.54001286066
Thailand,2004,75000.0,2641.56268717857
Thailand,2005,86000.0,2867.70383436062
Thailand,2006,105000.0,3331.32043511773
Thailand,2007,185000.0,3918.52817434581
Thailand,2008,185000.0,4309.13509292986
Thailand,2009,200000.0,4135.43986952819
Thailand,2010,210000.0,4973.86288823778
Thailand,2011,205000.0,5373.6232832898
Thailand,2012,215000.0,5725.52802835463
Thailand,2013,220000.0,6018.08244729255
Thailand,2014,228851.64,5801.1978916205
Thailand,2015,260516.92,5688.85335397884
Thailand,2016,236456.19,5833.57715617098
Thailand,2017,235420.42,6413.09182530343
Thailand,2018,235048.65,7099.77650081458
Thailand,2019,237814.34,7605.69657797759
Thailand,2020,240791.08,6985.64393892574
Thailand,2021,246643.14,7057.20754802279
Thailand,2022,247127.36,6909.35281815827
Thailand,2023,248963.27,7195.10130919449
Thailand,2024,250799.18,7346.62022142185
Togo,1961,2000.0,104.830748893841
Togo,1962,9938.0,107.761209503061
Togo,1963,11940.0,114.616211257053
Togo,1964,7000.0,130.069304471372
Togo,1965,8000.0,142.685102972499
Togo,1966,5000.0,159.095922113344
Togo,1967,1930.0,163.944828440613
Togo,1968,1000.0,164.256944901945
Togo,1969,2000.0,174.653254091407
Togo,1970,3000.0,159.778184212523
Togo,1971,4000.0,174.569696910771
Togo,1972,4000.0,198.7610542599
Togo,1973,4000.0,234.418057538789
Togo,1974,5000.0,315.097902810358
Togo,1975,5000.0,338.605700917386
Togo,1976,5200.0,331.595624501807
Togo,1977,6000.0,406.342301359026
Togo,1978,5000.0,420.507009475158
Togo,1979,5000.0,443.461428487243
Togo,1980,5000.0,549.433466591605
Togo,1981,5000.0,451.047897242509
Togo,1982,5000.0,372.494829726432
Togo,1983,6000.0,335.532470799693
Togo,1984,5000.0,304.296330488676
Togo,1985,5000.0,312.867204158294
Togo,1986,6237.0,422.277296555811
Togo,1987,4653.0,482.289598775121
Togo,1988,3192.0,516.536238879357
Togo,1989,969.0,491.999321055752
Togo,1990,839.0,575.094511928654
Togo,1991,2500.0,549.808011573
Togo,1992,3920.0,564.71733648074
Togo,1993,4742.0,414.013995214907
Togo,1994,7353.0,328.600956079736
Togo,1995,3075.0,419.220334892756
Togo,1996,11529.0,452.068436882428
Togo,1997,9347.0,448.001096915436
Togo,1998,9868.0,461.158245854911
Togo,1999,3750.0,445.291484100954
Togo,2000,3386.0,409.889802792768
Togo,2001,4299.0,396.692654520135
Togo,2002,1444.0,445.238691488925
Togo,2003,4586.0,538.16537776929
Togo,2004,2061.0,560.266308533382
Togo,2005,2772.0,551.259850017077
Togo,2006,989.0,552.50227125256
Togo,2007,1000.0,607.587886721352
Togo,2008,906.0,718.948386717473
Togo,2009,1611.0,720.693768151415
Togo,2010,1689.0,704.986772286079
Togo,2011,1200.0,783.988944671672
Togo,2012,3106.0,762.39162379069
Togo,2013,3840.0,826.542799987227
Togo,2014,4756.0,855.584809246574
Togo,2015,4588.0,751.051987587248
Togo,2016,3146.0,772.581357620609
Togo,2017,,792.765700965864
Togo,2018,,851.120561233595
Togo,2019,,826.255209019798
Togo,2020,,863.468665870276
Togo,2021,,962.075187515872
Togo,2022,,951.232378690387
Togo,2023,,1055.01727877926
Togo,2024,,1119.38160509429
Tunisia,1961,20000.0,200.671835449762
Tunisia,1962,20000.0,201.419166932165
Tunisia,1963,30000.0,231.91940785127
Tunisia,1964,41000.0,228.484793689273
Tunisia,1965,80000.0,217.269013478937
Tunisia,1966,45000.0,223.750680246593
Tunisia,1967,36000.0,228.044765187406
Tunisia,1968,45000.0,248.91225549272
Tunisia,1969,19000.0,257.738832521682
Tunisia,1970,22000.0,280.476910228346
Tunisia,1971,17000.0,320.272102901124
Tunisia,1972,15000.0,414.626612581104
Tunisia,1973,13000.0,493.172121667472
Tunisia,1974,10000.0,623.75935280482
Tunisia,1975,12400.0,741.35491566103
Tunisia,1976,15000.0,751.741946408618
Tunisia,1977,17000.0,829.983963323177
Tunisia,1978,18000.0,945.964678061001
Tunisia,1979,18000.0,1113.44445018775
Tunisia,1980,19000.0,1323.62643763339
Tunisia,1981,19000.0,1247.12801268551
Tunisia,1982,20000.0,1177.30518554913
Tunisia,1983,22000.0,1183.8417233031
Tunisia,1984,18000.0,1143.2812867658
Tunisia,1985,20000.0,1134.99813055736
Tunisia,1986,12000.0,1186.50651525734
Tunisia,1987,15000.0,1244.76663577347
Tunisia,1988,15000.0,1266.07583258953
Tunisia,1989,15000.0,1239.23860226784
Tunisia,1990,17347.0,1476.43160477311
Tunisia,1991,20307.87,1537.87916511306
Tunisia,1992,20000.0,1784.81850188268
Tunisia,1993,21644.55,1649.18537309075
Tunisia,1994,22000.0,1733.46614673506
Tunisia,1995,25000.0,1968.16600944373
Tunisia,1996,26535.29,2107.40815649257
Tunisia,1997,28068.01,2202.06090620956
Tunisia,1998,30000.0,2285.01933541864
Tunisia,1999,31069.98,2376.06566791596
Tunisia,2000,32488.94,2199.04465936314
Tunisia,2001,35000.0,2235.71981624751
Tunisia,2002,34625.53,2320.7723805785
Tunisia,2003,35389.89,2725.8643148859
Tunisia,2004,37000.0,3067.41936376975
Tunisia,2005,35845.83,3146.8260743927
Tunisia,2006,34764.82,3322.56933570096
Tunisia,2007,33903.65,3726.91672935667
Tunisia,2008,33179.59,4255.05008019523
Tunisia,2009,31582.57,4080.09032448781
Tunisia,2010,31113.29,4291.86120891575
Tunisia,2011,30656.74,4420.64772206537
Tunisia,2012,30000.0,4297.26782454273
Tunisia,2013,30000.0,4369.79345826358
Tunisia,2014,30000.0,4458.97895464547
Tunisia,2015,29000.0,4014.94773686432
Tunisia,2016,34000.0,3847.80354448809
Tunisia,2017,31000.0,3619.03247319953
Tunisia,2018,31000.0,3628.10366464236
Tunisia,2019,26000.0,3528.87213306798
Tunisia,2020,28000.0,3548.65363663803
Tunisia,2021,30000.0,3906.93926319391
Tunisia,2022,32000.0,3707.29283414381
Tunisia,2023,28000.0,3951.11683376921
Tunisia,2024,29000.0,4181.13789301228
Ukraine,1992,2000.0,1413.24011230469
Ukraine,1993,4000.0,1254.02868652344
Ukraine,1994,39734.91,1009.09405517578
Ukraine,1995,40000.0,933.191772460938
Ukraine,1996,11400.0,869.846069335938
Ukraine,1997,44100.0,987.489807128906
Ukraine,1998,47700.0,831.336791992188
Ukraine,1999,41091.0,631.910461425781
Ukraine,2000,26900.0,653.294311523438
Ukraine,2001,22220.0,800.49072265625
Ukraine,2002,36930.0,903.011901855469
Ukraine,2003,30300.0,1076.48156738281
Ukraine,2004,28000.0,1401.01806640625
Ukraine,2005,10000.0,1875.33508300781
Ukraine,2006,7100.0,2366.494140625
Ukraine,2007,3400.0,3160.32763671875
Ukraine,2008,7200.0,4017.806640625
Ukraine,2009,3500.0,2607.08764648438
Ukraine,2010,5800.0,3039.63232421875
Ukraine,2011,6000.0,3656.69799804688
Ukraine,2012,11660.0,3951.34228515625
Ukraine,2013,3800.0,4129.89697265625
Ukraine,2014,10370.0,3054.908203125
Ukraine,2015,3700.0,2094.47387695313
Ukraine,2016,6370.0,2158.46118164063
Ukraine,2017,6813.33,2604.28759765625
Ukraine,2018,5627.78,3059.0517578125
Ukraine,2019,6043.68,3619.86157226563
Ukraine,2020,6477.76,3709.76928710938
Ukraine,2021,6514.79,4775.94580078125
Ukraine,2022,6460.57,4199.6708984375
Ukraine,2023,6375.32,5139.59814453125
Ukraine,2024,6100.0,5389.47314453125
Tanzania,1991,,276.452453613281
Tanzania,1992,,250.329925537109
Tanzania,1993,,224.491546630859
Tanzania,1994,15000.0,228.890029907227
Tanzania,1995,14987.42,258.418334960938
Tanzania,1996,15411.46,313.658386230469
Tanzania,1997,15846.14,363.597686767578
Tanzania,1998,16294.34,386.378448486328
Tanzania,1999,16758.33,392.621765136719
Tanzania,2000,16707.07,401.698150634766
Tanzania,2001,17325.3,396.638732910156
Tanzania,2002,17998.5,402.649047851563
Tanzania,2003,18695.38,422.18359375
Tanzania,2004,17000.0,450.385284423828
Tanzania,2005,23000.0,483.334869384766
Tanzania,2006,23500.0,475.746734619141
Tanzania,2007,16500.0,543.198303222656
Tanzania,2008,24500.0,675.977233886719
Tanzania,2009,20000.0,693.823547363281
Tanzania,2010,25000.0,736.530151367188
Tanzania,2011,34000.0,775.392761230469
Tanzania,2012,25000.0,861.969909667969
Tanzania,2013,26000.0,963.05712890625
Tanzania,2014,72000.0,1022.74841308594
Tanzania,2015,57386.52,939.127319335938
Tanzania,2016,51795.51,953.0107421875
Tanzania,2017,60394.01,986.674011230469
Tanzania,2018,56525.34,1023.10626220703
Tanzania,2019,58002.82,1063.32250976563
Tanzania,2020,59112.63,1117.41528320313
Tanzania,2021,57880.27,1159.85656738281
Tanzania,2022,58331.91,1207.52062988281
Tanzania,2023,58441.6,1224.00219726563
Tanzania,2024,58217.92,1186.71691894531
Uzbekistan,1992,,602.920525827048
Uzbekistan,1993,,595.777099596612
Uzbekistan,1994,,574.229079896619
Uzbekistan,1995,,582.54213674034
Uzbekistan,1996,,597.33228695111
Uzbekistan,1997,,620.59129581366
Uzbekistan,1998,,621.048904301242
Uzbekistan,1999,10100.0,697.763539790812
Uzbekistan,2000,7000.0,555.149231099186
Uzbekistan,2001,25000.0,454.415812256778
Uzbekistan,2002,10800.0,381.409296889283
Uzbekistan,2003,19900.0,394.164028897235
Uzbekistan,2004,21500.0,462.171492867885
Uzbekistan,2005,15000.0,542.835808692209
Uzbekistan,2006,24400.0,649.118167003925
Uzbekistan,2007,31000.0,824.028192334768
Uzbekistan,2008,30300.0,1074.72928796701
Uzbekistan,2009,36000.0,1205.7993547038
Uzbekistan,2010,29500.0,1753.20730243278
Uzbekistan,2011,5000.0,2087.86386135694
Uzbekistan,2012,6000.0,2307.34649117185
Uzbekistan,2013,6881.0,2461.97947403595
Uzbekistan,2014,7200.0,2674.9628382103
Uzbekistan,2015,12000.0,2803.19018021751
Uzbekistan,2016,13000.0,2753.37951427589
Uzbekistan,2017,13500.0,2190.60411562888
Uzbekistan,2018,12500.0,1813.08530813664
Uzbekistan,2019,12750.0,2041.38480729431
Uzbekistan,2020,12688.09,1978.28051860763
Uzbekistan,2021,12646.03,2258.51964119278
Uzbekistan,2022,12694.71,2578.66689394219
Uzbekistan,2023,12676.28,2878.96879292451
Uzbekistan,2024,12672.34,3161.70010632875
Zimbabwe,1961,,279.158927151344
Zimbabwe,1962,,275.686274355878
Zimbabwe,1963,,277.147112572228
Zimbabwe,1964,,281.888369368235
Zimbabwe,1965,,294.295520209542
Zimbabwe,1966,,278.709727530089
Zimbabwe,1967,,294.360765229111
Zimbabwe,1968,,302.086211635024
Zimbabwe,1969,,345.754984688223
Zimbabwe,1970,,361.425992338609
Zimbabwe,1971,,405.571258550669
Zimbabwe,1972,,483.378111388597
Zimbabwe,1973,,578.81284112321
Zimbabwe,1974,,674.335381210306
Zimbabwe,1975,,717.130326238498
Zimbabwe,1976,,687.212457369771
Zimbabwe,1977,,677.045095606361
Zimbabwe,1978,,665.358361846219
Zimbabwe,1979,,779.249232367068
Zimbabwe,1980,2500.0,949.011610530352
Zimbabwe,1981,2500.0,1068.92311090177
Zimbabwe,1982,2500.0,1095.88472887835
Zimbabwe,1983,2500.0,959.205194217604
Zimbabwe,1984,2500.0,757.359025240321
Zimbabwe,1985,2500.0,649.27581323637
Zimbabwe,1986,2500.0,692.529276865648
Zimbabwe,1987,2500.0,726.43141011947
Zimbabwe,1988,2500.0,815.89246404532
Zimbabwe,1989,2500.0,840.417972601175
Zimbabwe,1990,1500.0,866.928868406131
Zimbabwe,1991,1500.0,830.961354818769
Zimbabwe,1992,1500.0,631.149149280088
Zimbabwe,1993,1500.0,604.70311652877
Zimbabwe,1994,1500.0,634.062003018813
Zimbabwe,1995,1700.0,648.315259628165
Zimbabwe,1996,1700.0,766.913775859535
Zimbabwe,1997,1700.0,750.583100340929
Zimbabwe,1998,1700.0,552.448328691252
Zimbabwe,1999,1700.0,582.299355588147
Zimbabwe,2000,2000.0,562.833757496076
Zimbabwe,2001,2000.0,566.388746448872
Zimbabwe,2002,2000.0,524.936478570323
Zimbabwe,2003,2000.0,468.471932927213
Zimbabwe,2004,2000.0,469.719298949304
Zimbabwe,2005,2000.0,461.271387547912
Zimbabwe,2006,2250.0,431.034994414964
Zimbabwe,2007,2250.0,413.521244592925
Zimbabwe,2008,2232.51,340.917447588572
Zimbabwe,2009,2210.39,735.821693871697
Zimbabwe,2010,2213.11,902.010759067388
Zimbabwe,2011,2216.46,1037.77565157218
Zimbabwe,2012,2200.0,1239.22709745709
Zimbabwe,2013,2200.0,1362.99498323368
Zimbabwe,2014,2228.21,1372.91526173161
Zimbabwe,2015,2282.57,1387.12632595026
Zimbabwe,2016,2294.65,1408.13945253431
Zimbabwe,2017,2303.16,3445.44941020134
Zimbabwe,2018,2300.94,2270.89531874302
Zimbabwe,2019,2293.44,2184.32923855469
Zimbabwe,2020,2290.28,2059.67445384499
Zimbabwe,2021,2306.29,2613.60542083552
Zimbabwe,2022,2293.19,2536.40050223076
Zimbabwe,2023,2296.52,2195.22492079245
Zimbabwe,2024,2299.86,2497.20332208763
